IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,52634,35.186.224.24,443,10304,Spotify,com.spotify.music,TLS,Nieosiągalny,spclient.wg.spotify.com,60,40,1,1,2025-08-23T17:56:59.692+02:00,2025-08-23T17:56:59.694+02:00
6,10.215.173.1,52630,35.186.224.24,443,10304,Spotify,com.spotify.music,TLS,Nieosiągalny,spclient.wg.spotify.com,60,40,1,1,2025-08-23T17:56:59.696+02:00,2025-08-23T17:56:59.701+02:00
6,10.215.173.1,38194,35.186.224.44,443,10304,Spotify,com.spotify.music,TLS,Nieosiągalny,gew4-dealer.spotify.com,60,40,1,1,2025-08-23T17:56:59.820+02:00,2025-08-23T17:56:59.824+02:00
6,10.215.173.1,32974,157.240.210.23,443,10542,Instagram,com.instagram.android,TLS,Nieosiągalny,,60,40,1,1,2025-08-23T17:56:59.884+02:00,2025-08-23T17:56:59.887+02:00
17,10.215.173.1,40724,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Nieosiągalny,mtalk.google.com,0,0,0,0,2025-08-23T17:56:59.919+02:00,2025-08-23T17:56:59.919+02:00
6,10.215.173.1,54006,185.60.217.20,443,10542,Instagram,com.instagram.android,TLS,Nieosiągalny,,60,40,1,1,2025-08-23T17:57:00.076+02:00,2025-08-23T17:57:00.078+02:00
17,10.215.173.1,38382,185.60.217.20,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,,0,0,0,0,2025-08-23T17:57:00.359+02:00,2025-08-23T17:57:00.359+02:00
17,10.215.173.1,64137,10.215.173.2,53,10542,Instagram,com.instagram.android,DNS,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-23T17:57:01.106+02:00,2025-08-23T17:57:01.106+02:00
17,10.215.173.1,41761,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-23T17:57:01.109+02:00,2025-08-23T17:57:01.109+02:00
17,10.215.173.1,41761,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-23T17:57:01.203+02:00,2025-08-23T17:57:01.203+02:00
