IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,19584,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Zamknij,android.apis.google.com,69,109,1,1,2025-08-24T16:40:57.332+02:00,2025-08-24T16:40:57.358+02:00
17,10.215.173.1,40313,216.58.208.206,443,10238,Usługi Google Play,com.google.android.gms,QUIC,Zamknij,android.apis.google.com,5579,4984,12,14,2025-08-24T16:40:57.391+02:00,2025-08-24T16:40:58.995+02:00
6,10.215.173.1,46664,185.60.217.13,443,10303,Messenger,com.facebook.orca,HTTPS,Zamknij,edge-mqtt.facebook.com,2321,926,13,10,2025-08-24T16:40:57.505+02:00,2025-08-24T16:41:03.076+02:00
6,10.215.173.1,44014,185.60.217.20,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,graph.facebook.com,1330,2530,8,8,2025-08-24T16:40:57.514+02:00,2025-08-24T16:42:00.845+02:00
6,10.215.173.1,56704,185.60.217.29,5222,10303,Messenger,com.facebook.orca,TCP,Zamknij,chat-e2ee.facebook.com,2827,699,13,10,2025-08-24T16:40:57.553+02:00,2025-08-24T16:41:03.086+02:00
17,10.215.173.1,33998,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,aggr32-normal.tiktokv.eu,70,125,1,1,2025-08-24T16:40:58.026+02:00,2025-08-24T16:40:58.054+02:00
17,10.215.173.1,57779,139.177.245.196,443,10145,TikTok,com.zhiliaoapp.musically,QUIC,Nieosiągalny,aggr32-normal.tiktokv.eu,570367,2309762,1611,2868,2025-08-24T16:40:58.077+02:00,2025-08-24T16:44:01.447+02:00
6,10.215.173.1,35800,139.177.245.196,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,aggr32-normal.tiktokv.eu,921,4073,8,8,2025-08-24T16:40:58.080+02:00,2025-08-24T16:41:08.468+02:00
6,10.215.173.1,35816,139.177.245.196,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,aggr32-normal.tiktokv.eu,881,4033,7,7,2025-08-24T16:40:58.094+02:00,2025-08-24T16:41:08.467+02:00
17,10.215.173.1,49650,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,libra16-normal-no1a.tiktokv.eu,76,194,1,1,2025-08-24T16:40:58.103+02:00,2025-08-24T16:40:58.133+02:00
