IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,54908,142.250.147.188,5228,10238,Usługi Google Play,com.google.android.gms,TCP,Nieosiągalny,mtalk.google.com,60,40,1,1,2025-08-24T13:25:12.596+02:00,2025-08-24T13:25:12.598+02:00
6,10.215.173.1,54908,142.250.147.188,5228,10238,Usługi Google Play,com.google.android.gms,TCP,Nieosiągalny,mtalk.google.com,60,40,1,1,2025-08-24T13:25:20.788+02:00,2025-08-24T13:25:20.792+02:00
6,10.215.173.1,38502,142.250.147.188,5228,10238,Usługi Google Play,com.google.android.gms,TCP,Nieosiągalny,mtalk.google.com,60,40,1,1,2025-08-24T13:25:36.624+02:00,2025-08-24T13:25:36.626+02:00
17,10.215.173.1,11550,10.215.173.2,53,10248,Samsung Accessory Service,com.samsung.accessory,DNS,Zamknij,gear.sca.samsung.com,66,132,1,1,2025-08-24T13:25:37.524+02:00,2025-08-24T13:25:37.584+02:00
6,10.215.173.1,35182,34.253.26.62,443,10248,Samsung Accessory Service,com.samsung.accessory,HTTPS,Zamknij,gear.sca.samsung.com,1408,7308,12,12,2025-08-24T13:25:37.600+02:00,2025-08-24T13:25:38.075+02:00
17,10.215.173.1,33084,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Zamknij,spot-pa.googleapis.com,68,324,1,1,2025-08-24T13:25:37.643+02:00,2025-08-24T13:25:37.685+02:00
6,10.215.173.1,38502,142.250.147.188,5228,10238,Usługi Google Play,com.google.android.gms,TLS,Zamknij,mtalk.google.com,1338,1144,7,7,2025-08-24T13:25:37.650+02:00,2025-08-24T13:26:41.181+02:00
17,10.215.173.1,33354,142.250.185.170,443,10238,Usługi Google Play,com.google.android.gms,QUIC,Zamknij,spot-pa.googleapis.com,8672,16192,17,25,2025-08-24T13:25:37.692+02:00,2025-08-24T13:25:38.377+02:00
6,10.215.173.1,39384,18.203.124.33,9090,10248,Samsung Accessory Service,com.samsung.accessory,TCP,Zamknij,,780,768,4,4,2025-08-24T13:25:38.026+02:00,2025-08-24T13:26:41.182+02:00
17,10.215.173.1,6753,10.215.173.2,53,10062,Meta Services,com.facebook.services,DNS,Zamknij,z-m-gateway.facebook.com,70,114,1,1,2025-08-24T13:25:39.011+02:00,2025-08-24T13:25:39.041+02:00
6,10.215.173.1,33262,157.240.251.33,443,10062,Meta Services,com.facebook.services,HTTPS,Zamknij,z-m-gateway.facebook.com,3865,5380,35,30,2025-08-24T13:25:39.045+02:00,2025-08-24T13:35:40.910+02:00
17,10.215.173.1,34343,10.215.173.2,53,10318,mObywatel,pl.nask.mobywatel,DNS,Zamknij,api.mobywatel.gov.pl,66,82,1,1,2025-08-24T13:25:44.295+02:00,2025-08-24T13:25:44.358+02:00
6,10.215.173.1,51140,185.41.93.206,443,10318,mObywatel,pl.nask.mobywatel,HTTPS,Zamknij,api.mobywatel.gov.pl,4164,2056,10,10,2025-08-24T13:25:44.365+02:00,2025-08-24T13:26:00.211+02:00
17,10.215.173.1,58252,8.8.8.8,53,1000,Android,android,DNS,Zamknij,gateway.instagram.com,67,115,1,1,2025-08-24T13:26:21.423+02:00,2025-08-24T13:26:21.600+02:00
17,10.215.173.1,50552,10.215.173.2,53,10248,Samsung Accessory Service,com.samsung.accessory,DNS,Zamknij,gear.sca.samsung.com,66,132,1,1,2025-08-24T13:26:42.298+02:00,2025-08-24T13:26:42.337+02:00
6,10.215.173.1,52128,34.253.26.62,443,10248,Samsung Accessory Service,com.samsung.accessory,HTTPS,Zamknij,gear.sca.samsung.com,1368,7268,11,11,2025-08-24T13:26:42.349+02:00,2025-08-24T13:26:42.677+02:00
6,10.215.173.1,35886,18.203.124.33,9090,10248,Samsung Accessory Service,com.samsung.accessory,TCP,Zamknij,,780,768,4,4,2025-08-24T13:26:42.633+02:00,2025-08-24T13:27:47.108+02:00
17,10.215.173.1,13754,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Zamknij,mtalk.google.com,62,107,1,1,2025-08-24T13:26:54.225+02:00,2025-08-24T13:26:54.390+02:00
6,10.215.173.1,57758,74.125.206.188,5228,10238,Usługi Google Play,com.google.android.gms,TLS,Zamknij,mtalk.google.com,1400,7629,9,9,2025-08-24T13:26:54.401+02:00,2025-08-24T13:27:57.349+02:00
17,10.215.173.1,50634,8.8.8.8,53,1000,Android,android,DNS,Zamknij,graph.facebook.com,64,104,1,1,2025-08-24T13:27:34.984+02:00,2025-08-24T13:27:35.145+02:00
17,10.215.173.1,18112,10.215.173.2,53,10062,Meta Services,com.facebook.services,DNS,Zamknij,graph.facebook.com,64,104,1,1,2025-08-24T13:27:38.509+02:00,2025-08-24T13:27:38.556+02:00
6,10.215.173.1,56702,157.240.251.6,443,10062,Meta Services,com.facebook.services,HTTPS,Zamknij,graph.facebook.com,1920,4738,9,9,2025-08-24T13:27:38.571+02:00,2025-08-24T13:27:38.900+02:00
17,10.215.173.1,46949,10.215.173.2,53,10248,Samsung Accessory Service,com.samsung.accessory,DNS,Zamknij,gear.sca.samsung.com,66,132,1,1,2025-08-24T13:27:48.423+02:00,2025-08-24T13:27:48.456+02:00
6,10.215.173.1,43936,54.76.143.8,443,10248,Samsung Accessory Service,com.samsung.accessory,HTTPS,Zamknij,gear.sca.samsung.com,1367,7268,11,11,2025-08-24T13:27:48.473+02:00,2025-08-24T13:27:48.817+02:00
6,10.215.173.1,41182,18.203.124.33,9090,10248,Samsung Accessory Service,com.samsung.accessory,TCP,Zamknij,,780,768,4,4,2025-08-24T13:27:48.779+02:00,2025-08-24T13:28:52.873+02:00
17,10.215.173.1,40801,10.215.173.2,53,10233,Sklep Google Play,com.android.vending,DNS,Zamknij,play.googleapis.com,65,129,1,1,2025-08-24T13:27:56.531+02:00,2025-08-24T13:27:56.572+02:00
6,10.215.173.1,59388,216.239.32.223,443,10233,Sklep Google Play,com.android.vending,HTTPS,Zamknij,play.googleapis.com,3504,6569,13,13,2025-08-24T13:27:56.580+02:00,2025-08-24T13:27:56.847+02:00
6,10.215.173.1,49888,74.125.206.188,5228,10238,Usługi Google Play,com.google.android.gms,TLS,Zamknij,mtalk.google.com,1400,7630,9,9,2025-08-24T13:28:04.382+02:00,2025-08-24T13:29:08.070+02:00
17,10.215.173.1,54329,8.8.8.8,53,1000,Android,android,DNS,Zamknij,gateway.instagram.com,67,115,1,1,2025-08-24T13:28:53.471+02:00,2025-08-24T13:28:53.504+02:00
17,10.215.173.1,16077,10.215.173.2,53,10248,Samsung Accessory Service,com.samsung.accessory,DNS,Zamknij,gear.sca.samsung.com,66,132,1,1,2025-08-24T13:28:54.058+02:00,2025-08-24T13:28:54.091+02:00
6,10.215.173.1,39084,54.76.143.8,443,10248,Samsung Accessory Service,com.samsung.accessory,HTTPS,Zamknij,gear.sca.samsung.com,1327,7229,10,10,2025-08-24T13:28:54.109+02:00,2025-08-24T13:28:54.454+02:00
6,10.215.173.1,59558,18.203.124.33,9090,10248,Samsung Accessory Service,com.samsung.accessory,TCP,Zamknij,,780,768,4,4,2025-08-24T13:28:54.406+02:00,2025-08-24T13:29:58.590+02:00
6,10.215.173.1,43282,74.125.206.188,5228,10238,Usługi Google Play,com.google.android.gms,TLS,Zamknij,mtalk.google.com,1361,7591,8,8,2025-08-24T13:29:13.120+02:00,2025-08-24T13:30:13.696+02:00
17,10.215.173.1,48493,8.8.8.8,53,1000,Android,android,DNS,Zamknij,gateway.instagram.com,67,115,1,1,2025-08-24T13:29:55.418+02:00,2025-08-24T13:29:55.582+02:00
17,10.215.173.1,40965,10.215.173.2,53,10248,Samsung Accessory Service,com.samsung.accessory,DNS,Zamknij,gear.sca.samsung.com,66,132,1,1,2025-08-24T13:29:58.683+02:00,2025-08-24T13:29:58.723+02:00
6,10.215.173.1,40616,54.76.143.8,443,10248,Samsung Accessory Service,com.samsung.accessory,HTTPS,Zamknij,gear.sca.samsung.com,1327,7229,10,10,2025-08-24T13:29:58.733+02:00,2025-08-24T13:29:59.084+02:00
6,10.215.173.1,32914,18.203.124.33,9090,10248,Samsung Accessory Service,com.samsung.accessory,TCP,Zamknij,,780,768,4,4,2025-08-24T13:29:59.036+02:00,2025-08-24T13:30:58.954+02:00
17,10.215.173.1,30970,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Zamknij,mtalk.google.com,62,107,1,1,2025-08-24T13:30:18.743+02:00,2025-08-24T13:30:18.788+02:00
6,10.215.173.1,59450,142.251.168.188,5228,10238,Usługi Google Play,com.google.android.gms,TLS,Zamknij,mtalk.google.com,1406,7629,9,9,2025-08-24T13:30:18.800+02:00,2025-08-24T13:31:19.068+02:00
17,10.215.173.1,42229,10.215.173.2,53,10248,Samsung Accessory Service,com.samsung.accessory,DNS,Zamknij,gear.sca.samsung.com,66,132,1,1,2025-08-24T13:31:00.309+02:00,2025-08-24T13:31:00.345+02:00
6,10.215.173.1,34654,52.214.10.134,443,10248,Samsung Accessory Service,com.samsung.accessory,HTTPS,Zamknij,gear.sca.samsung.com,1369,7269,11,11,2025-08-24T13:31:00.354+02:00,2025-08-24T13:31:00.691+02:00
6,10.215.173.1,35008,18.203.124.33,9090,10248,Samsung Accessory Service,com.samsung.accessory,TCP,Zamknij,,780,768,4,4,2025-08-24T13:31:00.638+02:00,2025-08-24T13:32:04.484+02:00
6,10.215.173.1,37960,142.251.168.188,5228,10238,Usługi Google Play,com.google.android.gms,TLS,Zamknij,mtalk.google.com,1366,1184,8,8,2025-08-24T13:31:31.110+02:00,2025-08-24T13:32:34.782+02:00
17,10.215.173.1,1996,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Zamknij,play.googleapis.com,65,129,1,1,2025-08-24T13:32:05.593+02:00,2025-08-24T13:32:05.645+02:00
17,10.215.173.1,40285,216.239.34.223,443,10238,Usługi Google Play,com.google.android.gms,QUIC,Zamknij,play.googleapis.com,6657,6738,13,18,2025-08-24T13:32:05.651+02:00,2025-08-24T13:32:06.010+02:00
6,10.215.173.1,54844,185.60.217.3,443,10542,Instagram,com.instagram.android,HTTPS,Zamknij,gateway.instagram.com,3325,1198,17,12,2025-08-24T13:32:05.779+02:00,2025-08-24T13:32:10.478+02:00
17,10.215.173.1,40608,216.239.34.223,443,10238,Usługi Google Play,com.google.android.gms,QUIC,Zamknij,play.googleapis.com,10791,5898,17,19,2025-08-24T13:32:05.793+02:00,2025-08-24T13:32:06.100+02:00
17,10.215.173.1,61702,10.215.173.2,53,10248,Samsung Accessory Service,com.samsung.accessory,DNS,Zamknij,gear.sca.samsung.com,66,132,1,1,2025-08-24T13:32:05.908+02:00,2025-08-24T13:32:05.951+02:00
6,10.215.173.1,40906,34.253.26.62,443,10248,Samsung Accessory Service,com.samsung.accessory,HTTPS,Zamknij,gear.sca.samsung.com,1408,7309,12,12,2025-08-24T13:32:05.957+02:00,2025-08-24T13:32:06.245+02:00
6,10.215.173.1,33254,18.203.124.33,9090,10248,Samsung Accessory Service,com.samsung.accessory,TCP,Zamknij,,780,768,4,4,2025-08-24T13:32:06.201+02:00,2025-08-24T13:33:10.075+02:00
6,10.215.173.1,42618,185.60.217.13,443,10542,Instagram,com.instagram.android,HTTPS,Zamknij,edge-mqtt.facebook.com,2876,1044,13,11,2025-08-24T13:32:08.341+02:00,2025-08-24T13:32:10.478+02:00
17,10.215.173.1,53901,185.60.217.20,443,10274,Facebook,com.facebook.katana,QUIC,Zamknij,graph.facebook.com,2925,2099,6,6,2025-08-24T13:32:35.170+02:00,2025-08-24T13:32:35.256+02:00
6,10.215.173.1,57944,185.60.217.20,443,10274,Facebook,com.facebook.katana,HTTPS,Zamknij,graph.facebook.com,788,713,7,6,2025-08-24T13:32:35.173+02:00,2025-08-24T13:32:40.263+02:00
17,10.215.173.1,55370,10.215.173.2,53,10274,Facebook,com.facebook.katana,DNS,Zamknij,graph.facebook.com,64,104,1,1,2025-08-24T13:32:35.174+02:00,2025-08-24T13:32:35.237+02:00
17,10.215.173.1,43485,10.215.173.2,53,10238,Usługi Google Play,com.google.android.gms,DNS,Zamknij,mtalk.google.com,62,107,1,1,2025-08-24T13:32:39.828+02:00,2025-08-24T13:32:39.883+02:00
6,10.215.173.1,48658,66.102.1.188,5228,10238,Usługi Google Play,com.google.android.gms,TLS,Zamknij,mtalk.google.com,1401,1224,9,9,2025-08-24T13:32:39.892+02:00,2025-08-24T13:33:40.283+02:00
17,10.215.173.1,21319,10.215.173.2,53,10248,Samsung Accessory Service,com.samsung.accessory,DNS,Zamknij,gear.sca.samsung.com,66,132,1,1,2025-08-24T13:33:11.471+02:00,2025-08-24T13:33:11.515+02:00
6,10.215.173.1,52842,52.214.10.134,443,10248,Samsung Accessory Service,com.samsung.accessory,HTTPS,Zamknij,gear.sca.samsung.com,1329,7228,10,10,2025-08-24T13:33:11.549+02:00,2025-08-24T13:33:11.896+02:00
6,10.215.173.1,45356,18.203.124.33,9090,10248,Samsung Accessory Service,com.samsung.accessory,TCP,Zamknij,,780,768,4,4,2025-08-24T13:33:11.857+02:00,2025-08-24T13:34:15.576+02:00
6,10.215.173.1,39988,66.102.1.188,5228,10238,Usługi Google Play,com.google.android.gms,TLS,Zamknij,mtalk.google.com,1366,1184,8,8,2025-08-24T13:33:50.315+02:00,2025-08-24T13:34:50.739+02:00
