IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,53304,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:58:59.193+02:00,2025-08-18T17:58:59.193+02:00
6,10.215.173.1,39076,142.250.147.188,5228,10238,Usługi Google Play,com.google.android.gms,TCP,Nieosiągalny,mtalk.google.com,60,40,1,1,2025-08-18T17:58:59.299+02:00,2025-08-18T17:58:59.303+02:00
17,10.215.173.1,53304,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:00.265+02:00,2025-08-18T17:59:00.265+02:00
17,10.215.173.1,53304,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:00.276+02:00,2025-08-18T17:59:00.276+02:00
6,10.215.173.1,60016,185.60.217.175,443,10542,Instagram,com.instagram.android,TLS,Nieosiągalny,z-p42-chat-e2ee-ig.facebook.com,60,40,1,1,2025-08-18T17:59:01.976+02:00,2025-08-18T17:59:02.000+02:00
17,10.215.173.1,53304,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:02.436+02:00,2025-08-18T17:59:02.436+02:00
17,10.215.173.1,53304,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:02.449+02:00,2025-08-18T17:59:02.449+02:00
6,10.215.173.1,58928,185.60.217.13,443,10542,Instagram,com.instagram.android,TLS,Nieosiągalny,edge-mqtt.facebook.com,60,40,1,1,2025-08-18T17:59:02.979+02:00,2025-08-18T17:59:02.989+02:00
6,10.215.173.1,60016,185.60.217.175,443,10542,Instagram,com.instagram.android,TLS,Nieosiągalny,z-p42-chat-e2ee-ig.facebook.com,60,40,1,1,2025-08-18T17:59:02.998+02:00,2025-08-18T17:59:03.025+02:00
17,10.215.173.1,42221,10.215.173.2,53,10542,Instagram,com.instagram.android,DNS,Nieosiągalny,edge-mqtt.facebook.com,0,0,0,0,2025-08-18T17:59:03.035+02:00,2025-08-18T17:59:03.035+02:00
6,10.215.173.1,41026,185.60.217.175,5222,10542,Instagram,com.instagram.android,TCP,Nieosiągalny,z-p42-chat-e2ee-ig.facebook.com,60,40,1,1,2025-08-18T17:59:03.268+02:00,2025-08-18T17:59:03.292+02:00
6,10.215.173.1,39076,142.250.147.188,5228,10238,Usługi Google Play,com.google.android.gms,TCP,Nieosiągalny,mtalk.google.com,60,40,1,1,2025-08-18T17:59:03.529+02:00,2025-08-18T17:59:03.544+02:00
6,10.215.173.1,58928,185.60.217.13,443,10542,Instagram,com.instagram.android,TLS,Nieosiągalny,edge-mqtt.facebook.com,60,40,1,1,2025-08-18T17:59:04.009+02:00,2025-08-18T17:59:04.020+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.112+02:00,2025-08-18T17:59:04.112+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.127+02:00,2025-08-18T17:59:04.127+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.131+02:00,2025-08-18T17:59:04.131+02:00
17,10.215.173.1,53304,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.134+02:00,2025-08-18T17:59:04.134+02:00
17,10.215.173.1,53304,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.138+02:00,2025-08-18T17:59:04.138+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.213+02:00,2025-08-18T17:59:04.213+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.216+02:00,2025-08-18T17:59:04.216+02:00
17,10.215.173.1,53304,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.242+02:00,2025-08-18T17:59:04.242+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.394+02:00,2025-08-18T17:59:04.394+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.404+02:00,2025-08-18T17:59:04.404+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:04.534+02:00,2025-08-18T17:59:04.534+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:04.540+02:00,2025-08-18T17:59:04.540+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:04.544+02:00,2025-08-18T17:59:04.544+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:04.547+02:00,2025-08-18T17:59:04.547+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:04.642+02:00,2025-08-18T17:59:04.642+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:04.647+02:00,2025-08-18T17:59:04.647+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.766+02:00,2025-08-18T17:59:04.766+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:04.773+02:00,2025-08-18T17:59:04.773+02:00
